lat,lon,temp,relativehumid,SeaLevelPessure,rain,Wind10m,wind925,wind850,wind700,wind500,wind200,cloudlow,cloudmed,cloudhigh,time
13.753,100.754,27.94,82.92,1008.96,28.7,4.6,9.25,5.33,2.84,8.37,5.28,68.13,23,63.13,2018-05-10T00:00:00+07:00
13.753,100.754,28.84,85.43,1008.77,10.7,5.18,9.11,5.93,4.08,9.36,5.33,78,38.75,71.38,2018-05-11T00:00:00+07:00
13.753,100.754,30.63,68.5,1008.91,1.1,4.44,10.26,8.19,9.79,7.85,9.82,50.38,1.38,41.63,2018-05-12T00:00:00+07:00
13.753,100.754,30.88,67.15,1009.01,0.1,5.02,8.95,7.58,8.14,6.08,9.38,42.63,8.63,13.75,2018-05-13T00:00:00+07:00
13.753,100.754,30.22,75.9,1009.01,5.6,4.03,10.23,5.59,6.86,7.01,7.74,74.88,22.13,26.75,2018-05-14T00:00:00+07:00
13.753,100.754,29.66,78.34,1008.42,4.5,4.78,10.38,5.01,3.08,6.48,6.55,73.13,39.38,11.63,2018-05-15T00:00:00+07:00
13.753,100.754,30.25,75.01,1007.18,6.9,4.5,10.14,5.4,3.15,6.36,10.53,73.25,3.75,10,2018-05-16T00:00:00+07:00
13.753,100.754,22.25,81.97,1020.08,0,7.5,18.86,10.41,6.01,3.51,16.69,49.5,0,0,2018-05-17T00:00:00+07:00
13.753,100.754,22.91,82.26,1015.86,0,3.54,8.57,7.26,5.83,3.41,8.2,27.5,0,0,2018-05-18T00:00:00+07:00
13.753,100.754,24.81,82.53,1012.44,0,3.48,6.12,6.89,6.96,5.52,7.68,38.75,0,0,2018-05-19T00:00:00+07:00
13.753,100.754,26.14,83.69,1012.62,9.4,3.91,9.68,9.62,10.23,11.22,13.86,45.75,25.75,0.25,2018-05-20T00:00:00+07:00
13.753,100.754,26.05,82.85,1013.5,0.1,6.9,10.18,11.62,11.89,11.41,15.33,0,0,0,2018-05-21T00:00:00+07:00
13.753,100.754,23.33,79.81,1014.69,0,5.18,19.93,15.85,15.47,5.09,15.91,27,25,3.75,2018-05-22T00:00:00+07:00
13.753,100.754,20.74,78.68,1015.51,0,7.36,17.57,15.02,10.27,8.34,9.53,55.25,2.5,0.25,2018-05-23T00:00:00+07:00
13.753,100.754,20.33,80.06,1014.73,0,5.47,15.51,10.18,6.99,6.48,14.51,61.75,56,0,2018-05-24T00:00:00+07:00
13.753,100.754,21.43,79.47,1015.71,0.1,5.51,13.34,6.75,5.41,5.38,11.82,44.25,53.25,0,2018-05-25T00:00:00+07:00
13.753,100.754,22,77.75,1016.45,0,5.06,14.42,8.11,8.48,4.12,9.85,6.5,0,0,2018-05-26T00:00:00+07:00
13.753,100.754,22.31,81.64,1016.57,0,5.57,14.27,9.02,6.29,2.98,10.97,30.25,0,0,2018-05-27T00:00:00+07:00
13.753,100.754,21.67,78.75,1015.9,0,6.26,17.46,9.41,4.62,5.83,8.79,7.5,0,0,2018-05-28T00:00:00+07:00
13.753,100.754,20.74,76.51,1014.43,0,5.72,13.59,6.73,3.27,7.57,9.58,21.5,0,0,2018-05-29T00:00:00+07:00
13.753,100.754,21.65,78.65,1014.17,0,4.06,9.84,6.79,2.86,6.27,11.82,26.75,0,0,2018-05-30T00:00:00+07:00
13.753,100.754,23.26,76.96,1015.55,0,3.76,7.91,7.74,5.9,6.35,9.97,28,1.75,0,2018-05-31T00:00:00+07:00
13.753,100.754,22.44,78.64,1016.42,0,6.47,17.99,10.16,7.07,7.4,11.93,17.5,0,0,2018-06-01T00:00:00+07:00
13.868,100.606,33.26,52.85,1008.15,8,5.58,9.5,9.37,6.6,6.37,7.37,44,44,40.63,2018-05-07T00:00:00+07:00
13.868,100.606,32.96,60.62,1006.91,0,5.83,12.37,4.41,6.14,4.6,4.93,53.38,22.83,7.79,2018-05-08T00:00:00+07:00
13.868,100.606,33.59,55.16,1007.55,1.6,5.34,12.42,6.16,3.85,9.52,4.92,46.79,37.54,2.17,2018-05-09T00:00:00+07:00
13.868,100.606,30.17,70.62,1008.91,11.4,4.24,9.73,4.67,2.34,8.08,5.41,65.75,28.13,65.13,2018-05-10T00:00:00+07:00
13.868,100.606,29.95,77.15,1008.65,21.4,4.26,8.46,5.61,4.75,9.7,4.85,78.63,50.38,73.88,2018-05-11T00:00:00+07:00
13.868,100.606,31.81,60.24,1008.86,1.7,4.04,10.86,8.34,9.86,9,9.83,52.5,1.88,47,2018-05-12T00:00:00+07:00
13.868,100.606,32.1,59.53,1008.97,0.1,4.69,8.89,8.17,8.71,5.49,9.84,38,4,14,2018-05-13T00:00:00+07:00
13.868,100.606,31.17,68.27,1008.97,5.5,3.62,10.78,5.17,6.75,6.35,8.15,79.88,28,21.75,2018-05-14T00:00:00+07:00
13.868,100.606,30.59,70.19,1008.44,11.7,4.46,9.43,6.05,3.39,6.2,5.92,81.5,40.38,11.75,2018-05-15T00:00:00+07:00
13.868,100.606,30.95,69.29,1007.12,6.5,5.31,9.49,4.65,2.18,6.31,9.15,79.63,6.88,8.88,2018-05-16T00:00:00+07:00
13.868,100.606,22.4,82.12,1020.12,0,7.2,18.67,10.54,5.97,3.48,16.67,45.5,0,0,2018-05-17T00:00:00+07:00
13.868,100.606,22.92,82.2,1015.91,0,3.72,8.58,7.54,6.04,3.34,8.21,13.5,0,0,2018-05-18T00:00:00+07:00
13.868,100.606,24.7,82.88,1012.52,0,3.7,5.89,6.82,7.27,5.35,7.51,37.75,0,0,2018-05-19T00:00:00+07:00
13.868,100.606,26.16,83.69,1012.66,3.1,3.97,10.09,10.26,10.48,11.38,14.22,48,25,0.25,2018-05-20T00:00:00+07:00
13.868,100.606,26.07,84.3,1013.53,0.2,6.99,9.99,11.08,11.88,10.41,15.07,9,0,0,2018-05-21T00:00:00+07:00
13.868,100.606,23.54,82.19,1014.74,0,4.96,18.66,15.39,15.62,5.37,15.54,29.75,23,3.5,2018-05-22T00:00:00+07:00
13.868,100.606,20.86,79.37,1015.56,0,7.25,17.59,13.83,10.43,8.55,9.32,47.5,6,2.25,2018-05-23T00:00:00+07:00
13.868,100.606,20.38,80.8,1014.73,0,5.4,14.26,9.73,7.01,6.3,14.48,65.5,56,0,2018-05-24T00:00:00+07:00
13.868,100.606,21.45,79.95,1015.78,0.1,5.12,13.6,6.84,5.34,5.19,12.3,57.25,52.75,0,2018-05-25T00:00:00+07:00
13.868,100.606,22.02,78.12,1016.52,0,5.07,13.86,8.46,8.19,4.58,10.27,14,0,0,2018-05-26T00:00:00+07:00
13.868,100.606,22.32,81.87,1016.66,0,5.36,14.33,9.17,6.34,2.85,10.71,25.75,0,0,2018-05-27T00:00:00+07:00
13.868,100.606,21.78,79.91,1015.98,0,6.14,17.31,10.01,3.96,6.19,8.81,7.75,0,0,2018-05-28T00:00:00+07:00
13.868,100.606,20.81,76.66,1014.48,0,5.72,13.09,7.23,3.22,7.21,9.62,28,0,0,2018-05-29T00:00:00+07:00
13.868,100.606,21.52,79.63,1014.24,0,4.28,9.9,7.55,2.99,6.26,11.73,13.75,0,0,2018-05-30T00:00:00+07:00
13.868,100.606,23.15,77.77,1015.58,0,3.65,7.63,8.22,6.47,6.27,9.99,25.25,3.25,0,2018-05-31T00:00:00+07:00
13.868,100.606,22.58,79.77,1016.44,0,6.24,17.62,10.07,7.34,7.66,11.69,15.25,0,0,2018-06-01T00:00:00+07:00
13.861,100.786,32.15,60.74,1008.27,7.8,5.86,9.46,10.08,5.12,5.1,5.27,46.81,35.88,37.94,2018-05-07T00:00:00+07:00
13.861,100.786,31.98,69.85,1007.01,0.3,6.67,11.6,6.31,5.43,4.35,5.03,67.04,23.71,6.17,2018-05-08T00:00:00+07:00
13.861,100.786,31.94,67.36,1007.64,2.7,4.69,12.97,5.78,3.72,8.86,4.69,42.46,17.58,1.46,2018-05-09T00:00:00+07:00
13.861,100.786,27.94,82.92,1008.96,28.7,4.6,9.25,5.33,2.84,8.37,5.28,68.13,23,63.13,2018-05-10T00:00:00+07:00
13.861,100.786,28.84,85.43,1008.77,10.7,5.18,9.11,5.93,4.08,9.36,5.33,78,38.75,71.38,2018-05-11T00:00:00+07:00
13.861,100.786,30.63,68.5,1008.91,1.1,4.44,10.26,8.19,9.79,7.85,9.82,50.38,1.38,41.63,2018-05-12T00:00:00+07:00
13.861,100.786,30.88,67.15,1009.01,0.1,5.02,8.95,7.58,8.14,6.08,9.38,42.63,8.63,13.75,2018-05-13T00:00:00+07:00
13.861,100.786,30.22,75.9,1009.01,5.6,4.03,10.23,5.59,6.86,7.01,7.74,74.88,22.13,26.75,2018-05-14T00:00:00+07:00
13.861,100.786,29.66,78.34,1008.42,4.5,4.78,10.38,5.01,3.08,6.48,6.55,73.13,39.38,11.63,2018-05-15T00:00:00+07:00
13.861,100.786,30.25,75.01,1007.18,6.9,4.5,10.14,5.4,3.15,6.36,10.53,73.25,3.75,10,2018-05-16T00:00:00+07:00
13.861,100.786,22.25,81.97,1020.08,0,7.5,18.86,10.41,6.01,3.51,16.69,49.5,0,0,2018-05-17T00:00:00+07:00
13.861,100.786,22.91,82.26,1015.86,0,3.54,8.57,7.26,5.83,3.41,8.2,27.5,0,0,2018-05-18T00:00:00+07:00
13.861,100.786,24.81,82.53,1012.44,0,3.48,6.12,6.89,6.96,5.52,7.68,38.75,0,0,2018-05-19T00:00:00+07:00
13.861,100.786,26.14,83.69,1012.62,9.4,3.91,9.68,9.62,10.23,11.22,13.86,45.75,25.75,0.25,2018-05-20T00:00:00+07:00
13.861,100.786,26.05,82.85,1013.5,0.1,6.9,10.18,11.62,11.89,11.41,15.33,0,0,0,2018-05-21T00:00:00+07:00
13.861,100.786,23.33,79.81,1014.69,0,5.18,19.93,15.85,15.47,5.09,15.91,27,25,3.75,2018-05-22T00:00:00+07:00
13.861,100.786,20.74,78.68,1015.51,0,7.36,17.57,15.02,10.27,8.34,9.53,55.25,2.5,0.25,2018-05-23T00:00:00+07:00
13.861,100.786,20.33,80.06,1014.73,0,5.47,15.51,10.18,6.99,6.48,14.51,61.75,56,0,2018-05-24T00:00:00+07:00
13.861,100.786,21.43,79.47,1015.71,0.1,5.51,13.34,6.75,5.41,5.38,11.82,44.25,53.25,0,2018-05-25T00:00:00+07:00
13.861,100.786,22,77.75,1016.45,0,5.06,14.42,8.11,8.48,4.12,9.85,6.5,0,0,2018-05-26T00:00:00+07:00
13.861,100.786,22.31,81.64,1016.57,0,5.57,14.27,9.02,6.29,2.98,10.97,30.25,0,0,2018-05-27T00:00:00+07:00
13.861,100.786,21.67,78.75,1015.9,0,6.26,17.46,9.41,4.62,5.83,8.79,7.5,0,0,2018-05-28T00:00:00+07:00
13.861,100.786,20.74,76.51,1014.43,0,5.72,13.59,6.73,3.27,7.57,9.58,21.5,0,0,2018-05-29T00:00:00+07:00
13.861,100.786,21.65,78.65,1014.17,0,4.06,9.84,6.79,2.86,6.27,11.82,26.75,0,0,2018-05-30T00:00:00+07:00
13.861,100.786,23.26,76.96,1015.55,0,3.76,7.91,7.74,5.9,6.35,9.97,28,1.75,0,2018-05-31T00:00:00+07:00
13.861,100.786,22.44,78.64,1016.42,0,6.47,17.99,10.16,7.07,7.4,11.93,17.5,0,0,2018-06-01T00:00:00+07:00
13.758,100.348,32.55,59.3,1008.32,0,7.4,9.35,6.57,10.5,5.3,5.6,43.13,39,35.75,2018-05-07T00:00:00+07:00
13.758,100.348,31.99,64.02,1006.98,0,7.46,11.37,5.61,7.98,5.09,2.85,34.38,19.08,4.33,2018-05-08T00:00:00+07:00
13.758,100.348,32.72,60.27,1007.58,1.5,5.45,11.42,5.96,2.95,8.29,5.87,52.5,50.46,5.29,2018-05-09T00:00:00+07:00
13.758,100.348,29.08,80.23,1008.87,13.4,4.74,9.45,4.76,2.56,8.29,6.54,61.63,26.88,64,2018-05-10T00:00:00+07:00
13.758,100.348,28.79,85.54,1008.65,40.1,5.12,9.28,5.53,4.72,9.81,4.57,74.88,49.88,77.25,2018-05-11T00:00:00+07:00
13.758,100.348,30.25,71.57,1008.86,1.4,4.38,10.61,7.91,9.89,10.57,9.83,52.38,0.25,45.38,2018-05-12T00:00:00+07:00
13.758,100.348,30.37,69.5,1009.03,0,5.78,9.54,9.19,9.15,6.09,9.9,33.5,3.5,13.13,2018-05-13T00:00:00+07:00
13.758,100.348,30,77,1008.97,2.9,3.98,10.63,5.55,7.45,6.98,8.46,75.63,30.75,20,2018-05-14T00:00:00+07:00
13.758,100.348,29.77,77.8,1008.31,5.5,3.84,7.47,5.71,3.86,5.79,6.41,65.25,33.13,19.5,2018-05-15T00:00:00+07:00
13.758,100.348,29.41,80.66,1007.05,11.2,4.72,9.24,3.92,1.99,6.49,8.15,65.38,10.88,8,2018-05-16T00:00:00+07:00
13.758,100.348,22.46,82.24,1020.15,0,6.9,18.39,10.59,5.6,3.49,16.51,32.5,0,0,2018-05-17T00:00:00+07:00
13.758,100.348,22.89,82.68,1015.95,0,4.01,8.59,7.7,5.92,3.42,8.17,8.75,0,0,2018-05-18T00:00:00+07:00
13.758,100.348,24.48,81.65,1012.55,0,3.74,5.42,6.45,7.61,5.6,7.4,34.25,0,0,2018-05-19T00:00:00+07:00
13.758,100.348,25.76,84.46,1012.66,1.7,4.14,9.57,10.8,10.95,11.73,14.32,53,21.25,0,2018-05-20T00:00:00+07:00
13.758,100.348,26.03,85.24,1013.51,3.1,6.97,10.13,10.44,11.59,10.69,15.36,18,3,0,2018-05-21T00:00:00+07:00
13.758,100.348,23.6,83.77,1014.79,0,4.99,17.51,14.74,15.35,5.53,15.02,35.25,1.75,1.25,2018-05-22T00:00:00+07:00
13.758,100.348,20.83,79.99,1015.58,0,7.2,17.76,13.73,10.52,8.67,9.14,46.75,5.5,3,2018-05-23T00:00:00+07:00
13.758,100.348,20.39,81.61,1014.73,0,5.54,13.58,9.39,6.87,6.12,14.58,70,52,0,2018-05-24T00:00:00+07:00
13.758,100.348,21.34,80.3,1015.83,0,5.39,13.57,6.9,5.26,5.01,12.49,66,48.75,0,2018-05-25T00:00:00+07:00
13.758,100.348,21.92,78.72,1016.58,0,4.97,13.36,8.6,7.74,4.78,10.71,18.75,0,0,2018-05-26T00:00:00+07:00
13.758,100.348,22.22,82.19,1016.72,0,5.38,14.15,9.55,6.34,2.9,10.47,20.75,0,0,2018-05-27T00:00:00+07:00
13.758,100.348,21.75,80.96,1016.03,0,6.1,17.08,10.56,3.66,6.46,9.17,11.5,0,0,2018-05-28T00:00:00+07:00
13.758,100.348,20.78,77.24,1014.52,0,5.83,12.92,7.86,3.34,6.69,9.95,32.75,0,0,2018-05-29T00:00:00+07:00
13.758,100.348,21.36,80.35,1014.28,0,4.62,10,7.96,3.07,6.3,11.68,15.5,0,0,2018-05-30T00:00:00+07:00
13.758,100.348,22.94,77.64,1015.56,0,3.86,7.75,8.83,6.96,6.2,10.18,12.5,0,0,2018-05-31T00:00:00+07:00
13.758,100.348,22.6,80.84,1016.46,0,6.04,17.38,10.16,7.59,7.85,11.68,10.25,0,0,2018-06-01T00:00:00+07:00
13.68,100.358,32.24,59.79,1008.37,0,5.27,9.35,7.88,11.59,5.29,4.48,39.75,33.38,35.13,2018-05-07T00:00:00+07:00
13.68,100.358,32.16,62.79,1007.05,0,6.56,11.02,5.26,5.36,4.38,3.26,39.33,23.38,5.46,2018-05-08T00:00:00+07:00
13.68,100.358,32.28,65.07,1007.68,1.6,5.86,12.04,5.87,2.79,8.14,5.28,49.46,45.25,1.79,2018-05-09T00:00:00+07:00
13.68,100.358,30.04,72.68,1008.93,17.2,4.14,9.91,6.49,2.85,8.55,7.27,64.38,24.63,60.5,2018-05-10T00:00:00+07:00
13.68,100.358,29.27,81.21,1008.75,36.3,5.41,9.26,5.42,5.21,9.35,4.33,78.88,46,72.88,2018-05-11T00:00:00+07:00
13.68,100.358,31.11,65.01,1008.98,0.9,4.23,9.84,7.53,9.36,9.29,10.14,55.5,8,45.25,2018-05-12T00:00:00+07:00
13.68,100.358,31.1,66,1009.1,0,4.78,9.09,9.4,9.49,6.65,10.03,30.88,0,15.13,2018-05-13T00:00:00+07:00
13.68,100.358,30.47,72.98,1009.03,7.7,4.56,10.45,4.97,7.35,7.12,8.16,77.63,30.13,18.75,2018-05-14T00:00:00+07:00
13.68,100.358,29.94,75.82,1008.44,16.2,4.99,7.76,5.51,3.95,5.65,5.31,70.75,29.5,16.63,2018-05-15T00:00:00+07:00
13.68,100.358,30.33,74.7,1007.19,12.5,5.38,9.51,3.96,2.37,6.13,8.83,75.5,15,9.75,2018-05-16T00:00:00+07:00
13.68,100.358,22.39,81.51,1020,0,6.53,17.99,10.04,5.6,3.34,17.34,18.75,0,0,2018-05-17T00:00:00+07:00
13.68,100.358,22.69,83.79,1015.9,0,3.74,8.34,7.54,6.72,3.91,8.21,15,0,0,2018-05-18T00:00:00+07:00
13.68,100.358,24.32,81.69,1012.5,0,3.4,5.7,6.7,7.76,5.23,7.52,33,0,0,2018-05-19T00:00:00+07:00
13.68,100.358,25.65,85.36,1012.62,14.8,3.56,9.02,10.62,9.96,11.77,14.05,54.25,28.5,0,2018-05-20T00:00:00+07:00
13.68,100.358,26.09,84.49,1013.44,2.5,6.36,10.13,10.15,11.77,11.32,16,33,0,0,2018-05-21T00:00:00+07:00
13.68,100.358,23.57,83.43,1014.75,0,5,17.69,14.59,14.96,5.77,14.83,31,0.75,1.5,2018-05-22T00:00:00+07:00
13.68,100.358,20.73,81.38,1015.44,0,7.26,17.65,13.8,10.11,8.45,9.59,52.75,1.5,4.75,2018-05-23T00:00:00+07:00
13.68,100.358,20.18,81.3,1014.66,0,5.43,14.37,9.89,6,6.34,15.11,64.75,60.75,0,2018-05-24T00:00:00+07:00
13.68,100.358,21.32,80.74,1015.69,0,5.22,13.48,6.97,5.13,4.96,12.76,69.5,51.75,0,2018-05-25T00:00:00+07:00
13.68,100.358,21.9,79.45,1016.44,0,4.91,13.58,8.11,7.32,4.52,10.73,13.75,0,0,2018-05-26T00:00:00+07:00
13.68,100.358,22.24,82.8,1016.61,0,5.25,13.51,8.92,6.52,2.64,11.17,23.75,0,0,2018-05-27T00:00:00+07:00
13.68,100.358,21.66,81.15,1015.94,0,5.97,16.89,9.17,3.51,5.45,9.54,6.25,0,0,2018-05-28T00:00:00+07:00
13.68,100.358,20.78,78.81,1014.36,0,5.6,12.61,7.43,3.42,6.2,10.05,25,0,0,2018-05-29T00:00:00+07:00
13.68,100.358,21.19,80.84,1014.17,0,4.33,10.12,6.51,3.06,6.04,11.53,28,0,0,2018-05-30T00:00:00+07:00
13.68,100.358,22.71,80.61,1015.51,0,4.06,7.13,8.25,7.02,5.96,9.93,34.5,4.5,0,2018-05-31T00:00:00+07:00
13.68,100.358,22.49,80.69,1016.35,0,5.84,17.38,10.24,7.16,7.7,11.55,6,6,0,2018-06-01T00:00:00+07:00
13.839,100.7,33.01,54.54,1008.2,0,5.75,10.14,8.74,6.26,5.75,4.9,49.63,47.44,35.38,2018-05-07T00:00:00+07:00
13.839,100.7,32.73,62.99,1006.96,0,5.57,11.25,4.97,5.47,3.98,5.14,67.67,27.71,7.83,2018-05-08T00:00:00+07:00
13.839,100.7,32.65,62.52,1007.63,2.9,5.9,12.82,5.96,3.57,8.94,4.42,45.17,23.75,2,2018-05-09T00:00:00+07:00
13.839,100.7,27.94,82.92,1008.96,28.7,4.6,9.25,5.33,2.84,8.37,5.28,68.13,23,63.13,2018-05-10T00:00:00+07:00
13.839,100.7,28.84,85.43,1008.77,10.7,5.18,9.11,5.93,4.08,9.36,5.33,78,38.75,71.38,2018-05-11T00:00:00+07:00
13.839,100.7,30.63,68.5,1008.91,1.1,4.44,10.26,8.19,9.79,7.85,9.82,50.38,1.38,41.63,2018-05-12T00:00:00+07:00
13.839,100.7,30.88,67.15,1009.01,0.1,5.02,8.95,7.58,8.14,6.08,9.38,42.63,8.63,13.75,2018-05-13T00:00:00+07:00
13.839,100.7,30.22,75.9,1009.01,5.6,4.03,10.23,5.59,6.86,7.01,7.74,74.88,22.13,26.75,2018-05-14T00:00:00+07:00
13.839,100.7,29.66,78.34,1008.42,4.5,4.78,10.38,5.01,3.08,6.48,6.55,73.13,39.38,11.63,2018-05-15T00:00:00+07:00
13.839,100.7,30.25,75.01,1007.18,6.9,4.5,10.14,5.4,3.15,6.36,10.53,73.25,3.75,10,2018-05-16T00:00:00+07:00
13.839,100.7,22.25,81.97,1020.08,0,7.5,18.86,10.41,6.01,3.51,16.69,49.5,0,0,2018-05-17T00:00:00+07:00
13.839,100.7,22.91,82.26,1015.86,0,3.54,8.57,7.26,5.83,3.41,8.2,27.5,0,0,2018-05-18T00:00:00+07:00
13.839,100.7,24.81,82.53,1012.44,0,3.48,6.12,6.89,6.96,5.52,7.68,38.75,0,0,2018-05-19T00:00:00+07:00
13.839,100.7,26.14,83.69,1012.62,9.4,3.91,9.68,9.62,10.23,11.22,13.86,45.75,25.75,0.25,2018-05-20T00:00:00+07:00
13.839,100.7,26.05,82.85,1013.5,0.1,6.9,10.18,11.62,11.89,11.41,15.33,0,0,0,2018-05-21T00:00:00+07:00
13.839,100.7,23.33,79.81,1014.69,0,5.18,19.93,15.85,15.47,5.09,15.91,27,25,3.75,2018-05-22T00:00:00+07:00
13.839,100.7,20.74,78.68,1015.51,0,7.36,17.57,15.02,10.27,8.34,9.53,55.25,2.5,0.25,2018-05-23T00:00:00+07:00
13.839,100.7,20.33,80.06,1014.73,0,5.47,15.51,10.18,6.99,6.48,14.51,61.75,56,0,2018-05-24T00:00:00+07:00
13.839,100.7,21.43,79.47,1015.71,0.1,5.51,13.34,6.75,5.41,5.38,11.82,44.25,53.25,0,2018-05-25T00:00:00+07:00
13.839,100.7,22,77.75,1016.45,0,5.06,14.42,8.11,8.48,4.12,9.85,6.5,0,0,2018-05-26T00:00:00+07:00
13.839,100.7,22.31,81.64,1016.57,0,5.57,14.27,9.02,6.29,2.98,10.97,30.25,0,0,2018-05-27T00:00:00+07:00
13.839,100.7,21.67,78.75,1015.9,0,6.26,17.46,9.41,4.62,5.83,8.79,7.5,0,0,2018-05-28T00:00:00+07:00
13.839,100.7,20.74,76.51,1014.43,0,5.72,13.59,6.73,3.27,7.57,9.58,21.5,0,0,2018-05-29T00:00:00+07:00
13.839,100.7,21.65,78.65,1014.17,0,4.06,9.84,6.79,2.86,6.27,11.82,26.75,0,0,2018-05-30T00:00:00+07:00
13.839,100.7,23.26,76.96,1015.55,0,3.76,7.91,7.74,5.9,6.35,9.97,28,1.75,0,2018-05-31T00:00:00+07:00
13.839,100.7,22.44,78.64,1016.42,0,6.47,17.99,10.16,7.07,7.4,11.93,17.5,0,0,2018-06-01T00:00:00+07:00
13.614,100.497,31.77,63.52,1008.5,0,5.83,9.01,8.13,9.18,5.49,4.74,38.94,29.56,34.81,2018-05-07T00:00:00+07:00
13.614,100.497,31.84,67.06,1007.14,0,6.51,11.59,5.96,5.77,4.57,3.65,44.29,9.5,10.29,2018-05-08T00:00:00+07:00
13.614,100.497,32.07,66.38,1007.75,2.2,5.75,12.24,5.39,2.81,7.93,4.36,44.63,30.13,0.25,2018-05-09T00:00:00+07:00
13.614,100.497,29.92,74.3,1009.02,19.5,3.84,9.5,6.12,2.21,8.41,5.63,80.75,29.75,61.5,2018-05-10T00:00:00+07:00
13.614,100.497,28.99,82.98,1008.82,31,5.32,8.8,5.37,5.24,9.64,5.15,84.63,45.5,71.38,2018-05-11T00:00:00+07:00
13.614,100.497,31.09,65.96,1009.04,0.6,4.6,10.22,7.75,9.57,8.16,10,47.75,5.75,42.63,2018-05-12T00:00:00+07:00
13.614,100.497,31.16,65.93,1009.14,0.1,4.5,8.8,8.77,9.25,6.28,9.54,35.88,5.25,15,2018-05-13T00:00:00+07:00
13.614,100.497,30.72,72.69,1009.05,5.9,4.66,10.39,4.99,6.97,6.27,7.66,80.5,25.38,16.63,2018-05-14T00:00:00+07:00
13.614,100.497,29.83,77.03,1008.53,16.9,4.82,9.57,5.3,3.2,5.84,6.89,80.5,35.63,11.25,2018-05-15T00:00:00+07:00
13.614,100.497,30.64,72.57,1007.23,9.9,5.59,9.8,4.61,2.39,6.18,10.55,75.38,10.38,9.63,2018-05-16T00:00:00+07:00
13.614,100.497,22.2,81.49,1019.98,0,6.93,18.14,9.89,5.97,3.47,17.39,22.25,0,0,2018-05-17T00:00:00+07:00
13.614,100.497,22.7,83.69,1015.84,0,3.31,8.09,7.5,6.81,3.63,8.37,31.25,0,0,2018-05-18T00:00:00+07:00
13.614,100.497,24.43,82.07,1012.44,0,3.04,6.1,6.66,7.65,5.01,7.56,41,0,0,2018-05-19T00:00:00+07:00
13.614,100.497,25.83,84.24,1012.61,21.4,2.89,8.83,9.92,9.77,11.81,13.8,49,35.75,0,2018-05-20T00:00:00+07:00
13.614,100.497,25.94,84.73,1013.46,2.2,6.21,9.91,10.36,11.5,11.17,15.16,29.25,0,0,2018-05-21T00:00:00+07:00
13.614,100.497,23.38,84.73,1014.79,0,4.74,19.09,15.06,15.31,5.53,15.37,31.75,17,3.5,2018-05-22T00:00:00+07:00
13.614,100.497,20.66,80.92,1015.38,0,7.23,17.54,13.57,10.01,8.47,9.84,52.5,4.75,4.75,2018-05-23T00:00:00+07:00
13.614,100.497,20.12,81.44,1014.64,0,5.2,15.34,9.96,6.17,6.54,15.12,60.5,61.25,0,2018-05-24T00:00:00+07:00
13.614,100.497,21.27,80.51,1015.64,0,5.09,13.68,7.03,5.25,5.09,12.45,61.25,58.75,0,2018-05-25T00:00:00+07:00
13.614,100.497,21.87,79.36,1016.38,0,4.92,14.05,8.19,7.76,4.23,10.4,19.25,0,0,2018-05-26T00:00:00+07:00
13.614,100.497,22.2,82.9,1016.54,0,5.11,13.58,8.87,6.38,2.67,11.4,23.25,0,0,2018-05-27T00:00:00+07:00
13.614,100.497,21.52,80.69,1015.88,0,6.08,17.04,8.54,4.36,5.31,9.39,6,0,0,2018-05-28T00:00:00+07:00
13.614,100.497,20.68,78.7,1014.34,0,5.45,12.68,6.85,3.45,6.67,10.01,19,0,0,2018-05-29T00:00:00+07:00
13.614,100.497,21.33,80.51,1014.11,0,3.71,9.69,6.14,2.93,6.08,11.55,35.5,7.75,0,2018-05-30T00:00:00+07:00
13.614,100.497,22.72,80.15,1015.5,0,3.49,7.26,8.3,6.6,6.13,9.99,28.25,6,0,2018-05-31T00:00:00+07:00
13.614,100.497,22.35,79.6,1016.32,0,6.3,17.43,10.15,6.82,7.76,11.6,4.75,1.5,0,2018-06-01T00:00:00+07:00
13.84,100.836,32.11,60.45,1008.28,2.7,6.19,9.69,8.03,6,5.05,5.04,42.81,30.06,34.31,2018-05-07T00:00:00+07:00
13.84,100.836,32.09,69.05,1007.04,1.2,7.55,12.37,5.52,5.94,4.01,4.94,64.96,16.38,5.04,2018-05-08T00:00:00+07:00
13.84,100.836,32.12,66.24,1007.69,2.1,6.28,11.93,5.09,3.5,8.76,4.71,43.33,16.46,1.83,2018-05-09T00:00:00+07:00
13.84,100.836,27.54,84.44,1009,31.4,4.54,9.06,5.15,2.26,8.66,4.43,69.38,21.5,63.5,2018-05-10T00:00:00+07:00
13.84,100.836,28.22,88.55,1008.82,5.5,6.22,9.84,5.77,4.64,9.86,6.68,83.25,24.75,73.38,2018-05-11T00:00:00+07:00
13.84,100.836,30.14,72.32,1008.98,0.3,4.7,10.54,7.63,8.71,6.97,9.37,49,3,34.5,2018-05-12T00:00:00+07:00
13.84,100.836,30.5,70.03,1009.01,0.2,5.16,8.98,7.83,8.57,7.05,8.6,43.13,6.25,13.25,2018-05-13T00:00:00+07:00
13.84,100.836,29.98,78.1,1009.05,4.7,5.36,9.65,6.28,6.65,7.2,7.51,73.5,25.88,25.88,2018-05-14T00:00:00+07:00
